p,time
0.0,670212030038
-2.8949791271770664e-05,670312030038
-0.0022103710010696886,670412030038
-0.010209787860958386,670512030038
-0.006559479671977897,670612030038
0.0003643024074335699,670712030038
0.009316692743027488,670812030038
-0.007091898857538581,670912030038
-0.009884564800927365,671012030038
-0.003638973815100144,671112030038
-0.00302975022168539,671212030038
-0.0021182416933243076,671312030038
-0.0049139075858875,671412030038
-0.0006229248907629881,671512030038
-0.002206696012535758,671612030038
-0.0037985192815312985,671712030038
0.002773070334114891,671812030038
0.000606895264695595,671912030038
0.0007604339114095637,672012030038
-0.009142075150748497,672112030038
-0.003886706409502949,672212030038
-0.010743178350594462,672312030038
-0.003092253891281871,672412030038
0.004016884625912098,672512030038
0.0007564647153230908,672612030038
0.002183535284757454,672712030038
-0.0009220445343771644,672812030038
-0.001393824607703209,672912030038
0.0018878160781241604,673012030038
-0.0017143213144663605,673112030038
-0.0037617847725641695,673212030038
-0.008383120086136842,673312030038
-0.002846717655188513,673412030038
-0.000158817634087427,673512030038
-0.0038326603616951616,673612030038
0.0006898967303641257,673712030038
0.004932086351459475,673812030038
-0.003097523296446525,673912030038
-0.006656305742922086,674012030038
-0.006238911545096926,674112030038
-0.00463319487573699,674212030038
-0.005470572733656809,674312030038
-8.223345355418132e-05,674412030038
-0.00011776654639561457,674512030038
-4.332186153988005e-05,674612030038
-0.0009568079503878835,674712030038
-0.0011598701879620421,674812030038
-0.0033034725681773125,674912030038
-0.007064397198178085,675012030038
-0.003890796254381712,675112030038
-0.003641662936956891,675212030038
-0.005616489219391951,675312030038
0.0004992618182768638,675412030038
-0.0019050798239277356,675512030038
-0.00461846337532279,675612030038
-9.890044202620629e-05,675712030038
-0.00015720030239663174,675812030038
-0.005755243465614512,675912030038
-0.00795187364190042,676012030038
-0.005321037582234567,676112030038
-0.0005042428094839124,676212030038
-0.00137852105251568,676312030038
-0.0014677964430802604,676412030038
-0.0015338400503424054,676512030038
-0.004523564548321701,676612030038
-0.006471791144463168,676712030038
-0.0037034345762094745,676812030038
-0.0015721076454155991,676912030038
-0.007287538565719842,677012030038
-0.010585216111621776,677112030038
-0.008335105632340856,677212030038
-0.004655493035556901,677312030038
-0.002597476852542968,677412030038
-0.0054293357358119465,677512030038
-0.005877734344608143,677612030038
-0.008697753265323627,677712030038
-0.008332253522894462,677812030038
-0.009464186797913499,677912030038
-0.009319730334027554,678012030038
-0.002817522539658057,678112030038
-4.291377240406291e-05,678212030038
-0.005245754000270608,678312030038
-0.0032609314476985674,678412030038
-0.006979537695087856,678512030038
-0.009696587898815778,678612030038
-0.0020153950176791113,678712030038
-0.0036122863783702996,678812030038
-0.002646333189886718,678912030038
-0.0004602605997661158,679012030038
-0.0057276259919945005,679112030038
0.0035496048512868583,679212030038
-0.001262363926002763,679312030038
0.0019712341426156854,679412030038
-0.003744172710867133,679512030038
-0.003960005559065394,679612030038
0.000743312393638007,679712030038
-0.008632265660367011,679812030038
-0.0033861093500036077,679912030038
0.004063675953943857,680012030038
0.003537024721254056,680112030038
0.001712279532625871,680212030038
0.0013717108965920488,680312030038
-0.0012971853112730969,680412030038
-0.00524463043200285,680512030038
-0.002494351335144529,680612030038
-0.0031924137138048536,680712030038
-0.006612319464124994,680812030038
-0.003934909266035902,680912030038
0.002696471403510259,681012030038
-0.00013721228106078343,681112030038
-0.0036431239473131427,681212030038
0.003177392198153939,681312030038
-0.005161306994523329,681412030038
-0.005540471900985722,681512030038
-0.008439876911324973,681612030038
-0.007463447510531296,681712030038
-0.0037220343244825926,681812030038
0.001600070359700112,681912030038
-0.003369550280808653,682012030038
-0.0037173995815464878,682112030038
0.0,682212030038
-0.0021834849907236276,682312030038
0.0015434849906341697,682412030038
-2.1716597757404088e-05,682512030038
-0.003406139578260081,682612030038
-0.0034099583643865117,682712030038
0.0012915715248027482,682812030038
0.004897466561942565,682912030038
-0.001878509966331876,683012030038
0.0012516466632632728,683112030038
-0.005120397874520677,683212030038
-0.0028106133900109853,683312030038
-0.013135100022395818,683412030038
-0.0017926733645481363,683512030038
-0.0007200491977528145,683612030038
-0.004110334779738878,683712030038
-0.00534503588107782,683812030038
0.003572526120024122,683912030038
-0.005588375001821078,684012030038
-0.005336683626183003,684112030038
-0.004886898757945346,684212030038
-0.002417833804543079,684312030038
0.0016947757535490382,684412030038
-0.00560460616952696,684512030038
0.0011777055888160248,684612030038
-0.0029970534202448107,684712030038
-0.007406905449329315,684812030038
-0.006268669390806281,684912030038
-0.004264941636506592,685012030038
-0.004293195938771532,685112030038
0.0004163697988133208,685212030038
0.0009177916094813554,685312030038
-0.0009368284535185012,685412030038
0.0015828379996492004,685512030038
0.005807096447142612,685612030038
0.01466832018934383,685712030038
0.0004924899511706826,685812030038
-0.006499691927729145,685912030038
-0.016919643910568993,686012030038
-0.010409328578134591,686112030038
-0.0016607437379434487,686212030038
-0.003105992392420376,686312030038
0.01081154167150089,686412030038
0.01411016386407482,686512030038
-0.009843173003446282,686612030038
-0.03337709189736415,686712030038
-0.001267630133042985,686812030038
0.006547152183429716,686912030038
0.009647584345202631,687012030038
0.0017267730568164552,687112030038
-0.01404807877577241,687212030038
0.012415357190434406,687312030038
0.014136615117877227,687412030038
-0.015423077867239954,687512030038
-0.00901332334262861,687612030038
0.016095019349336326,687712030038
0.009674323271724461,687812030038
-0.006946541556999364,687912030038
-0.008739728416344406,688012030038
-0.010003449776718298,688112030038
-0.002031754210861436,688212030038
0.006881927697577339,688312030038
0.0068478934612130615,688412030038
-0.000998473708250458,688512030038
-0.01019635159104837,688612030038
0.005529728140345469,688712030038
0.008666296190313005,688812030038
0.0011756217446645678,688912030038
-0.005375789448407886,689012030038
0.001921341086585926,689112030038
-0.00021403165681022074,689212030038
-0.0010011390296540412,689312030038
0.001380086059043606,689412030038
0.006336764728871458,689512030038
0.0062110887993185315,689612030038
0.009676694741870051,689712030038
0.010726282360792538,689812030038
0.009341082894707142,689912030038
-0.002806505073408516,690012030038
-0.005738935661270261,690112030038
-0.003923652127355126,690212030038
-0.0047036224682415195,690312030038
-0.005489877906825313,690412030038
-0.008184613796856866,690512030038
-0.007319004772057269,690612030038
-0.008108375657911893,690712030038
-0.0006557085237091087,690812030038
0.007100446665049276,690912030038
0.005436574282498441,691012030038
-0.006468952079785595,691112030038
-0.004135609720492539,691212030038
-0.0005045436959107974,691312030038
-0.0015697830467615859,691412030038
0.0013292027919078464,691512030038
0.00024058025485373946,691612030038
0.004436629901192646,691712030038
-0.002735302604151002,691812030038
-0.003413458619093035,691912030038
